symbol,status,display_label,signal,previous_signal,signal_date,sector,industry,trend,momentum,optionable,reason
BROS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 07, 2026",Consumer Discretionary,Restaurants,DOWNTREND,MOVING UP,,No active BUY transition
BRX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 31, 2026",Real Estate,REIT - Retail,DOWNTREND,MOVING DOWN,,No active BUY transition
BRZE,LEADER,🚀 LEADER,BUY,BUY,"Aug 20, 2026",Information Technology,Software - Application,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
BSX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Health Care,Medical Devices,UPTREND,MOVING DOWN,,No active BUY transition
BSY,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Information Technology,Software - Application,UPTREND,MOVING UP,,No active BUY transition
BTI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Consumer Staples,Tobacco,DOWNTREND,MOVING DOWN,,No active BUY transition
BTSG,UNCHANGED,UNCHANGED,,,,Health Care,Health Information Services,DOWNTREND,,,No active BUY transition
BTU,LEADER,🚀 LEADER,BUY,BUY,"Aug 13, 2026",Energy,Thermal Coal,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
BUD,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Consumer Staples,Beverages - Brewers,DOWNTREND,MOVING DOWN,,No active BUY transition
BV,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Industrials,Specialty Business Services,DOWNTREND,MOVING UP,,No active BUY transition
BWA,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Consumer Discretionary,Auto Parts,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
BWIN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Financials,Insurance Brokers,UPTREND,MOVING DOWN,,No active BUY transition
BX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Financials,Asset Management,UPTREND,MOVING DOWN,,No active BUY transition
BXP,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 13, 2026",Real Estate,REIT - Office,NEUTRAL,MOVING DOWN,,No active BUY transition
BXSL,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Financials,Asset Management,UPTREND,MOVING UP,,No active BUY transition
BYND,UNCHANGED,UNCHANGED,,,,Consumer Staples,Packaged Foods,DOWNTREND,,,No active BUY transition
BZ,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Communication Services,Internet Content & Information,UPTREND,MOVING UP,,No active BUY transition
C,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Financials,Banks - Diversified,DOWNTREND,MOVING DOWN,,No active BUY transition
CADL,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,UPTREND,,,No active BUY transition
CAG,LEADER,🚀 LEADER,BUY,BUY,"Aug 20, 2026",Consumer Staples,Packaged Foods,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CAH,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Health Care,Medical Distribution,UPTREND,MOVING DOWN,,No active BUY transition
CAI,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,UPTREND,,,No active BUY transition
CAKE,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Consumer Discretionary,Restaurants,UPTREND,MOVING DOWN,,No active BUY transition
CALX,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Information Technology,Software - Infrastructure,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CALY,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 10, 2026",Consumer Discretionary,Leisure,DOWNTREND,MOVING DOWN,,No active BUY transition
CART,UNCHANGED,UNCHANGED,,,,Consumer Discretionary,Internet Retail,UPTREND,,,No active BUY transition
CAT,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Industrials,Farm & Heavy Construction Machinery,DOWNTREND,MOVING DOWN,,No active BUY transition
CAVA,UNCHANGED,UNCHANGED,,,,Consumer Discretionary,Restaurants,UPTREND,,,No active BUY transition
CB,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 17, 2026",Financials,Insurance - Property & Casualty,DOWNTREND,MOVING DOWN,,No active BUY transition
CBOE,UNCHANGED,UNCHANGED,SELL,,"Aug 11, 2026",Financials,Financial Data & Stock Exchanges,UPTREND,MOVING DOWN,,No active BUY transition
CBRE,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Real Estate,Real Estate Services,UPTREND,MOVING DOWN,,No active BUY transition
CBSH,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
CBZ,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 14, 2026",Industrials,Specialty Business Services,UPTREND,MOVING DOWN,,No active BUY transition
CCEP,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Consumer Staples,Beverages - Non-Alcoholic,UPTREND,MOVING DOWN,,No active BUY transition
CCJ,LEADER,🚀 LEADER,BUY,BUY,"Aug 11, 2026",Energy,Uranium,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CCK,UNCHANGED,UNCHANGED,,SELL,"Aug 10, 2026",Consumer Discretionary,Packaging & Containers,,,,Previously inactive symbol is absent
CCL,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 17, 2026",Consumer Discretionary,Travel Services,DOWNTREND,MOVING DOWN,,No active BUY transition
CDE,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Materials,Gold,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CDNA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Health Care,Diagnostics & Research,UPTREND,MOVING DOWN,,No active BUY transition
CDW,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Information Technology,Information Technology Services,NEUTRAL,MOVING DOWN,,No active BUY transition
CE,ACTIVE_BUY,ACTIVE BUY,BUY,BUY,"Aug 21, 2026",Materials,Chemicals,NEUTRAL,MOVING UP,,BUY remains active without a higher-priority setup
CEG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Utilities,Utilities - Independent Power Producers,UPTREND,MOVING DOWN,,No active BUY transition
CELC,NEW_BUY,NEW BUY,BUY,SELL,"Aug 24, 2026",Health Care,Biotechnology,NEUTRAL,MOVING UP,,BUY triggered since the previous file
CELH,LEADER,🚀 LEADER,BUY,BUY,"Aug 19, 2026",Consumer Staples,Beverages - Non-Alcoholic,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CENX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 20, 2026",Materials,Aluminum,DOWNTREND,MOVING DOWN,,No active BUY transition
CF,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Materials,Agricultural Inputs,UPTREND,MOVING UP,,No active BUY transition
CFG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Financials,Banks - Regional,DOWNTREND,MOVING DOWN,,No active BUY transition
CG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Financials,Asset Management,UPTREND,MOVING DOWN,,No active BUY transition
CGNX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Information Technology,Scientific & Technical Instruments,DOWNTREND,MOVING DOWN,,No active BUY transition
CHD,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Consumer Staples,Household & Personal Products,NEUTRAL,MOVING DOWN,,No active BUY transition
CHKP,ACTIVE_BUY,ACTIVE BUY,BUY,BUY,"Aug 20, 2026",Information Technology,Software - Infrastructure,NEUTRAL,MOVING UP,,BUY remains active without a higher-priority setup
CHRW,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 28, 2026",Industrials,Integrated Freight & Logistics,DOWNTREND,MOVING DOWN,,No active BUY transition
CHTR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Communication Services,Telecom Services,UPTREND,MOVING DOWN,,No active BUY transition
CHWY,LEADER,🚀 LEADER,BUY,BUY,"Aug 21, 2026",Consumer Discretionary,Internet Retail,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CHYM,UNCHANGED,UNCHANGED,,,,Information Technology,Software - Application,UPTREND,,,No active BUY transition
CI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Health Care,Healthcare Plans,DOWNTREND,MOVING UP,,No active BUY transition
CIEN,REMOVED,❌ REMOVED,SELL,BUY,"Aug 24, 2026",Information Technology,Communication Equipment,DOWNTREND,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
CIFR,UNCHANGED,UNCHANGED,,,,Information Technology,Information Technology Services,DOWNTREND,,,No active BUY transition
CL,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Consumer Staples,Household & Personal Products,DOWNTREND,MOVING DOWN,,No active BUY transition
CLBK,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 22, 2026",Financials,Banks - Regional,DOWNTREND,MOVING DOWN,,No active BUY transition
CLBT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Information Technology,Software - Infrastructure,DOWNTREND,MOVING UP,,No active BUY transition
CLF,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Materials,Steel,NEUTRAL,MOVING DOWN,,No active BUY transition
CLMT,UNCHANGED,UNCHANGED,,,,Materials,Specialty Chemicals,UPTREND,,,No active BUY transition
CLS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 10, 2026",Information Technology,Electronic Components,DOWNTREND,MOVING DOWN,,No active BUY transition
CLSK,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 30, 2026",Financials,Capital Markets,DOWNTREND,MOVING DOWN,,No active BUY transition
CLX,REMOVED,❌ REMOVED,SELL,BUY,"Aug 24, 2026",Consumer Staples,Household & Personal Products,UPTREND,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
CLYM,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Aug 07, 2026",Health Care,Biotechnology,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
CMC,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 20, 2026",Industrials,Metal Fabrication,DOWNTREND,MOVING DOWN,,No active BUY transition
CMCSA,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Communication Services,Telecom Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CME,EMERGING,🔥 EMERGING,BUY,SELL,"Aug 24, 2026",Financials,Financial Data & Stock Exchanges,UPTREND,MOVING UP,,New BUY with rising trend and accelerating momentum
CMG,EMERGING,🔥 EMERGING,BUY,SELL,"Aug 24, 2026",Consumer Discretionary,Restaurants,UPTREND,MOVING UP,,New BUY with rising trend and accelerating momentum
CMS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 13, 2026",Utilities,Utilities - Regulated Electric,DOWNTREND,MOVING DOWN,,No active BUY transition
CNC,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Health Care,Healthcare Plans,UPTREND,MOVING DOWN,,No active BUY transition
CNH,EMERGING,🔥 EMERGING,BUY,SELL,"Aug 24, 2026",Industrials,Farm & Heavy Construction Machinery,UPTREND,MOVING UP,,New BUY with rising trend and accelerating momentum
CNI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Industrials,Railroads,UPTREND,MOVING DOWN,,No active BUY transition
CNK,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 20, 2026",Communication Services,Entertainment,UPTREND,MOVING DOWN,,No active BUY transition
CNM,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Industrials,Industrial Distribution,DOWNTREND,MOVING DOWN,,No active BUY transition
CNP,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 31, 2026",Utilities,Utilities - Regulated Electric,DOWNTREND,MOVING DOWN,,No active BUY transition
CNQ,LEADER,🚀 LEADER,BUY,BUY,"Jul 20, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CNX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING DOWN,,No active BUY transition
CNXC,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Information Technology,Information Technology Services,UPTREND,MOVING UP,,No active BUY transition
COF,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Financials,Credit Services,UPTREND,MOVING DOWN,,No active BUY transition
COGT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Health Care,Biotechnology,DOWNTREND,MOVING DOWN,,No active BUY transition
COHR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Information Technology,Scientific & Technical Instruments,DOWNTREND,MOVING DOWN,,No active BUY transition
COHU,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Information Technology,Semiconductor Equipment & Materials,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COIN,LEADER,🚀 LEADER,BUY,BUY,"Aug 21, 2026",Financials,Financial Data & Stock Exchanges,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COLB,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Financials,Banks - Regional,DOWNTREND,MOVING DOWN,,No active BUY transition
COLD,LEADER,🚀 LEADER,BUY,BUY,"Aug 21, 2026",Real Estate,REIT - Industrial,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COMP,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Real Estate,Real Estate Services,UPTREND,MOVING DOWN,,No active BUY transition
COO,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Health Care,Medical Instruments & Supplies,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COP,LEADER,🚀 LEADER,BUY,BUY,"Jul 17, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COR,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 22, 2026",Health Care,Medical Distribution,UPTREND,MOVING DOWN,,No active BUY transition
CORT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Health Care,Biotechnology,UPTREND,MOVING DOWN,,No active BUY transition
CORZ,UNCHANGED,UNCHANGED,,,,Information Technology,Software - Infrastructure,DOWNTREND,,,No active BUY transition
COST,REMOVED,❌ REMOVED,SELL,BUY,"Aug 24, 2026",Consumer Staples,Discount Stores,NEUTRAL,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
CP,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Industrials,Railroads,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CPB,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Consumer Staples,Packaged Foods,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CPNG,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 16, 2026",Consumer Discretionary,Internet Retail,DOWNTREND,MOVING UP,,No active BUY transition
CPRT,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Industrials,Specialty Business Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRBG,UNCHANGED,UNCHANGED,,,,Financials,Asset Management,UPTREND,,,No active BUY transition
CRCL,UNCHANGED,UNCHANGED,,,,Financials,Capital Markets,UPTREND,,,No active BUY transition
CRGY,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRH,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 06, 2026",Materials,Building Materials,DOWNTREND,MOVING DOWN,,No active BUY transition
CRI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Consumer Discretionary,Apparel Retail,DOWNTREND,MOVING DOWN,,No active BUY transition
CRK,LEADER,🚀 LEADER,BUY,BUY,"Aug 11, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRM,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Information Technology,Software - Application,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRNX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Health Care,Biotechnology,UPTREND,MOVING DOWN,,No active BUY transition
CROX,UNCHANGED,UNCHANGED,,SELL,"Jul 30, 2026",Consumer Discretionary,Footwear & Accessories,,,,Previously inactive symbol is absent
CRSP,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Health Care,Biotechnology,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRSR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 18, 2026",Information Technology,Computer Hardware,UPTREND,MOVING DOWN,,No active BUY transition
CRWD,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 17, 2026",Information Technology,Software - Infrastructure,UPTREND,MOVING DOWN,,No active BUY transition
CRWV,UNCHANGED,UNCHANGED,,,,Information Technology,Software - Infrastructure,NEUTRAL,,,No active BUY transition
CSCO,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 17, 2026",Information Technology,Communication Equipment,DOWNTREND,MOVING DOWN,,No active BUY transition
CSGP,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Real Estate,Real Estate Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CSIQ,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 17, 2026",Information Technology,Solar,DOWNTREND,MOVING DOWN,,No active BUY transition
CSTM,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Materials,Aluminum,DOWNTREND,MOVING DOWN,,No active BUY transition
CSX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Industrials,Railroads,UPTREND,MOVING DOWN,,No active BUY transition
CTAS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Industrials,Specialty Business Services,UPTREND,MOVING DOWN,,No active BUY transition
CTRE,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 30, 2026",Real Estate,REIT - Healthcare Facilities,DOWNTREND,MOVING DOWN,,No active BUY transition
CTRI,UNCHANGED,UNCHANGED,,,,Utilities,Utilities - Regulated Gas,DOWNTREND,,,No active BUY transition
CTSH,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 20, 2026",Information Technology,Information Technology Services,UPTREND,MOVING DOWN,,No active BUY transition
CTVA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Materials,Agricultural Inputs,NEUTRAL,MOVING UP,,No active BUY transition
CUBE,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Real Estate,REIT - Industrial,DOWNTREND,MOVING DOWN,,No active BUY transition
CURB,UNCHANGED,UNCHANGED,,,,Real Estate,REIT - Retail,DOWNTREND,,,No active BUY transition
CUZ,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 24, 2026",Real Estate,REIT - Office,DOWNTREND,MOVING DOWN,,No active BUY transition
CVBF,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 14, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
CVE,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Energy,Oil & Gas Integrated,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CVNA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 20, 2026",Consumer Discretionary,Auto & Truck Dealerships,UPTREND,MOVING DOWN,,No active BUY transition
CVS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Health Care,Healthcare Plans,DOWNTREND,MOVING DOWN,,No active BUY transition
CVX,LEADER,🚀 LEADER,BUY,BUY,"Jul 16, 2026",Energy,Oil & Gas Integrated,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CWEN,REMOVED,❌ REMOVED,SELL,BUY,"Aug 24, 2026",Utilities,Utilities - Renewable,DOWNTREND,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
CWK,LEADER,🚀 LEADER,BUY,BUY,"Jul 31, 2026",Real Estate,Real Estate Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 27, 2026",Materials,Building Materials,DOWNTREND,MOVING DOWN,,No active BUY transition
CXW,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 09, 2026",Industrials,Security & Protection Services,UPTREND,MOVING DOWN,,No active BUY transition
CYTK,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 16, 2026",Health Care,Biotechnology,DOWNTREND,MOVING UP,,No active BUY transition
CZR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Consumer Discretionary,Resorts & Casinos,NEUTRAL,MOVING DOWN,,No active BUY transition
D,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 28, 2026",Utilities,Utilities - Regulated Electric,DOWNTREND,MOVING DOWN,,No active BUY transition
DAL,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Industrials,Airlines,DOWNTREND,MOVING DOWN,,No active BUY transition
DAN,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Consumer Discretionary,Auto Parts,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DAR,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Consumer Staples,Packaged Foods,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DASH,EMERGING,🔥 EMERGING,BUY,SELL,"Aug 24, 2026",Consumer Discretionary,Internet Retail,UPTREND,MOVING UP,,New BUY with rising trend and accelerating momentum
DB,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
DBRG,LEADER,🚀 LEADER,BUY,BUY,"Jul 24, 2026",Financials,Asset Management,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DBX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 17, 2026",Information Technology,Software - Infrastructure,UPTREND,MOVING DOWN,,No active BUY transition
DD,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Materials,Specialty Chemicals,DOWNTREND,MOVING DOWN,,No active BUY transition
DDOG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 10, 2026",Information Technology,Software - Application,DOWNTREND,MOVING DOWN,,No active BUY transition
DE,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Industrials,Farm & Heavy Construction Machinery,UPTREND,MOVING UP,,No active BUY transition
DECK,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 22, 2026",Consumer Discretionary,Footwear & Accessories,DOWNTREND,MOVING DOWN,,No active BUY transition
DEI,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 29, 2026",Real Estate,REIT - Office,DOWNTREND,MOVING UP,,No active BUY transition
DELL,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Information Technology,Computer Hardware,UPTREND,MOVING DOWN,,No active BUY transition
DEO,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Consumer Staples,Beverages - Wineries & Distilleries,UPTREND,MOVING DOWN,,No active BUY transition
DFNS,UNCHANGED,UNCHANGED,,,,Industrials,Aerospace & Defense,DOWNTREND,,,No active BUY transition
DFTX,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,UPTREND,,,No active BUY transition
DG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Consumer Staples,Discount Stores,NEUTRAL,MOVING DOWN,,No active BUY transition
DGX,UNCHANGED,UNCHANGED,SELL,,"Aug 18, 2026",Health Care,Diagnostics & Research,UPTREND,MOVING DOWN,,No active BUY transition
DHI,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Consumer Discretionary,Residential Construction,DOWNTREND,MOVING DOWN,,No active BUY transition
DHR,LEADER,🚀 LEADER,BUY,BUY,"Aug 11, 2026",Health Care,Diagnostics & Research,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DHT,LEADER,🚀 LEADER,BUY,BUY,"Aug 17, 2026",Energy,Oil & Gas Midstream,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DINO,LEADER,🚀 LEADER,BUY,BUY,"Aug 20, 2026",Energy,Oil & Gas Refining & Marketing,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DIS,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Communication Services,Entertainment,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DK,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 29, 2026",Energy,Oil & Gas Refining & Marketing,UPTREND,MOVING DOWN,,No active BUY transition
DKNG,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Consumer Discretionary,Gambling,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DKS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Consumer Discretionary,Specialty Retail,DOWNTREND,MOVING DOWN,,No active BUY transition
DLO,UNCHANGED,UNCHANGED,,,,Information Technology,Software - Infrastructure,NEUTRAL,,,No active BUY transition
DLR,REMOVED,❌ REMOVED,SELL,BUY,"Aug 24, 2026",Real Estate,REIT - Specialty,UPTREND,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
DLTR,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 10, 2026",Consumer Staples,Discount Stores,UPTREND,MOVING UP,,No active BUY transition
DNLI,LEADER,🚀 LEADER,BUY,BUY,"Aug 21, 2026",Health Care,Biotechnology,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DNOW,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 21, 2026",Industrials,Industrial Distribution,UPTREND,MOVING DOWN,,No active BUY transition
DOC,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 28, 2026",Real Estate,REIT - Healthcare Facilities,NEUTRAL,MOVING UP,,No active BUY transition
DOCN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 20, 2026",Information Technology,Software - Infrastructure,DOWNTREND,MOVING DOWN,,No active BUY transition
DOCS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 19, 2026",Health Care,Health Information Services,UPTREND,MOVING DOWN,,No active BUY transition
DOCU,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Information Technology,Software - Application,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DOV,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 06, 2026",Industrials,Specialty Industrial Machinery,DOWNTREND,MOVING DOWN,,No active BUY transition
DOW,LEADER,🚀 LEADER,BUY,BUY,"Aug 12, 2026",Materials,Chemicals,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DOX,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Information Technology,Software - Infrastructure,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DRH,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 10, 2026",Real Estate,REIT - Hotel & Motel,UPTREND,MOVING UP,,No active BUY transition
DRI,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Consumer Discretionary,Restaurants,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 14, 2026",Information Technology,Software - Application,UPTREND,MOVING UP,,No active BUY transition
