symbol,status,display_label,signal,previous_signal,signal_date,sector,industry,trend,momentum,optionable,reason
CIFR,UNCHANGED,UNCHANGED,,,,Technology,Information Technology Services,,,,Previously inactive symbol is absent
CIGI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Real Estate,Real Estate Services,UPTREND,MOVING UP,,No active BUY transition
CII,REMOVED,❌ REMOVED,,BUY,"Aug 14, 2026",Financials,Closed-End Fund - Equity,,,,Prior BUY is missing or no longer rated BUY
CIM,UNCHANGED,UNCHANGED,,SELL,"Jul 06, 2026",Real Estate,REIT - Mortgage,,,,Previously inactive symbol is absent
CINF,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 16, 2026",Financials,Insurance - Property & Casualty,DOWNTREND,MOVING DOWN,,No active BUY transition
CIVB,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
CIX,UNCHANGED,UNCHANGED,,,,Industrials,Security & Protection Services,UPTREND,,,No active BUY transition
CKX,UNCHANGED,UNCHANGED,,,,Energy,Oil & Gas E&P,,,,Previously inactive symbol is absent
CL,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Staples,Household & Personal Products,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CLB,REMOVED,❌ REMOVED,,BUY,"Aug 11, 2026",Energy,Oil & Gas Equipment & Services,,,,Prior BUY is missing or no longer rated BUY
CLBK,UNCHANGED,UNCHANGED,,SELL,"Jul 22, 2026",Financials,Banks - Regional,,,,Previously inactive symbol is absent
CLBT,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Technology,Software - Infrastructure,,,,Previously inactive symbol is absent
CLDT,UNCHANGED,UNCHANGED,,SELL,"Aug 07, 2026",Real Estate,REIT - Hotel & Motel,,,,Previously inactive symbol is absent
CLDX,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Health Care,Biotechnology,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CLF,REMOVED,❌ REMOVED,,BUY,"Jul 28, 2026",Materials,Steel,,,,Prior BUY is missing or no longer rated BUY
CLH,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 27, 2026",Industrials,Waste Management,UPTREND,MOVING UP,,No active BUY transition
CLMB,LEADER,🚀 LEADER,BUY,BUY,"Jul 07, 2026",Technology,Electronics & Computer Distribution,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CLMT,UNCHANGED,UNCHANGED,,,,Materials,Specialty Chemicals,UPTREND,,,No active BUY transition
CLPT,UNCHANGED,UNCHANGED,,SELL,"Jul 06, 2026",Health Care,Medical Devices,,,,Previously inactive symbol is absent
CLS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 10, 2026",Technology,Electronic Components,DOWNTREND,MOVING UP,,No active BUY transition
CLSK,UNCHANGED,UNCHANGED,,SELL,"Jul 30, 2026",Financials,Capital Markets,,,,Previously inactive symbol is absent
CLST,UNCHANGED,UNCHANGED,,,,Financials,Banks - Regional,,,,Previously inactive symbol is absent
CLW,REMOVED,❌ REMOVED,,BUY,"Jul 22, 2026",Materials,Paper & Paper Products,,,,Prior BUY is missing or no longer rated BUY
CLX,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Staples,Household & Personal Products,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CLYM,REMOVED,❌ REMOVED,,BUY,"Aug 07, 2026",Health Care,Biotechnology,,,,Prior BUY is missing or no longer rated BUY
CM,EMERGING,🔥 EMERGING,BUY,SELL,"Aug 17, 2026",Financials,Banks - Diversified,UPTREND,MOVING UP,,New BUY with rising trend and accelerating momentum
CMBT,UNCHANGED,UNCHANGED,,SELL,"Aug 06, 2026",Energy,Oil & Gas Midstream,,,,Previously inactive symbol is absent
CMC,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Industrials,Metal Fabrication,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CMCO,REMOVED,❌ REMOVED,,BUY,"Jul 22, 2026",Industrials,Farm & Heavy Construction Machinery,,,,Prior BUY is missing or no longer rated BUY
CMCSA,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Communication,Telecom Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CME,LEADER,🚀 LEADER,BUY,BUY,"Jul 24, 2026",Financials,Financial Data & Stock Exchanges,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CMG,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Discretionary,Restaurants,DOWNTREND,MOVING DOWN,,No active BUY transition
CMI,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 06, 2026",Industrials,Specialty Industrial Machinery,DOWNTREND,MOVING UP,,No active BUY transition
CMPR,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 27, 2026",Industrials,Specialty Business Services,DOWNTREND,MOVING DOWN,,No active BUY transition
CMRE,UNCHANGED,UNCHANGED,,SELL,"Aug 06, 2026",Industrials,Marine Shipping,,,,Previously inactive symbol is absent
CMS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 13, 2026",Utilities,Utilities - Regulated Electric,DOWNTREND,MOVING DOWN,,No active BUY transition
CMT,UNCHANGED,UNCHANGED,,,,Materials,Specialty Chemicals,UPTREND,,,No active BUY transition
CNA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Financials,Insurance - Property & Casualty,NEUTRAL,MOVING DOWN,,No active BUY transition
CNC,LEADER,🚀 LEADER,BUY,BUY,"Aug 11, 2026",Health Care,Healthcare Plans,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CNH,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Industrials,Farm & Heavy Construction Machinery,,,,Previously inactive symbol is absent
CNI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Industrials,Railroads,UPTREND,MOVING DOWN,,No active BUY transition
CNK,LEADER,🚀 LEADER,BUY,BUY,"Jul 24, 2026",Communication,Entertainment,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CNM,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Industrials,Industrial Distribution,NEUTRAL,MOVING DOWN,,No active BUY transition
CNMD,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Jul 10, 2026",Health Care,Medical Devices,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
CNNE,REMOVED,❌ REMOVED,,BUY,"Aug 06, 2026",Discretionary,Restaurants,,,,Prior BUY is missing or no longer rated BUY
CNO,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Aug 04, 2026",Financials,Insurance - Life,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
CNOB,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 07, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
CNP,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 31, 2026",Utilities,Utilities - Regulated Electric,DOWNTREND,MOVING DOWN,,No active BUY transition
CNQ,LEADER,🚀 LEADER,BUY,BUY,"Jul 20, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CNR,LEADER,🚀 LEADER,BUY,BUY,"Aug 07, 2026",Energy,Thermal Coal,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CNS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Financials,Asset Management,UPTREND,MOVING DOWN,,No active BUY transition
CNX,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Jul 23, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
CNXC,UNCHANGED,UNCHANGED,,SELL,"Aug 13, 2026",Technology,Information Technology Services,,,,Previously inactive symbol is absent
CNXN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Technology,Electronics & Computer Distribution,UPTREND,MOVING DOWN,,No active BUY transition
CODA,UNCHANGED,UNCHANGED,,SELL,"Aug 12, 2026",Industrials,Aerospace & Defense,,,,Previously inactive symbol is absent
CODI,REMOVED,❌ REMOVED,,BUY,"Aug 05, 2026",Industrials,Conglomerates,,,,Prior BUY is missing or no longer rated BUY
COF,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Financials,Credit Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COGT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Health Care,Biotechnology,DOWNTREND,MOVING DOWN,,No active BUY transition
COHN,UNCHANGED,UNCHANGED,,,,Financials,Capital Markets,,,,Previously inactive symbol is absent
COHR,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Technology,Scientific & Technical Instruments,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COHU,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Technology,Semiconductor Equipment & Materials,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COIN,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Financials,Financial Data & Stock Exchanges,DOWNTREND,MOVING UP,,No active BUY transition
COKE,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Staples,Beverages - Non-Alcoholic,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COLB,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Financials,Banks - Regional,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COLD,UNCHANGED,UNCHANGED,,SELL,"Jul 15, 2026",Real Estate,REIT - Industrial,,,,Previously inactive symbol is absent
COLL,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Health Care,Drug Manufacturers - Specialty & Generic,DOWNTREND,MOVING DOWN,,No active BUY transition
COMP,UNCHANGED,UNCHANGED,,SELL,"Aug 11, 2026",Real Estate,Real Estate Services,,,,Previously inactive symbol is absent
CON,UNCHANGED,UNCHANGED,,,,Health Care,Medical Care Facilities,UPTREND,,,No active BUY transition
COO,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Health Care,Medical Instruments & Supplies,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COOK,UNCHANGED,UNCHANGED,,,,Discretionary,Furnishings Fixtures & Appliances,DOWNTREND,,,No active BUY transition
COP,LEADER,🚀 LEADER,BUY,BUY,"Jul 17, 2026",Energy,Oil & Gas E&P,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
COR,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 22, 2026",Health Care,Medical Distribution,UPTREND,MOVING DOWN,,No active BUY transition
CORT,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Jul 31, 2026",Health Care,Biotechnology,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
CORZ,UNCHANGED,UNCHANGED,,,,Technology,Software - Infrastructure,,,,Previously inactive symbol is absent
COST,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Staples,Discount Stores,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CP,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Industrials,Railroads,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CPA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Industrials,Airlines,DOWNTREND,MOVING DOWN,,No active BUY transition
CPAY,LEADER,🚀 LEADER,BUY,BUY,"Jul 08, 2026",Technology,Software - Infrastructure,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CPB,REMOVED,❌ REMOVED,,BUY,"Aug 05, 2026",Staples,Packaged Foods,,,,Prior BUY is missing or no longer rated BUY
CPBI,UNCHANGED,UNCHANGED,,,,Financials,Banks - Regional,,,,Previously inactive symbol is absent
CPF,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 27, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
CPHC,UNCHANGED,UNCHANGED,,SELL,"Jul 10, 2026",Discretionary,Resorts & Casinos,,,,Previously inactive symbol is absent
CPK,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Utilities,Utilities - Regulated Gas,UPTREND,MOVING UP,,No active BUY transition
CPNG,UNCHANGED,UNCHANGED,,SELL,"Jul 16, 2026",Discretionary,Internet Retail,,,,Previously inactive symbol is absent
CPRT,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Industrials,Specialty Business Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CPS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Discretionary,Auto Parts,DOWNTREND,MOVING DOWN,,No active BUY transition
CPT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Real Estate,REIT - Residential,DOWNTREND,MOVING DOWN,,No active BUY transition
CPZ,REMOVED,❌ REMOVED,,BUY,"Jul 30, 2026",Financials,Closed-End Fund - Equity,,,,Prior BUY is missing or no longer rated BUY
CQP,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Energy,Oil & Gas Midstream,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CR,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 15, 2026",Industrials,Specialty Industrial Machinery,UPTREND,MOVING DOWN,,No active BUY transition
CRAI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Industrials,Consulting Services,UPTREND,MOVING DOWN,,No active BUY transition
CRAQ,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
CRBG,UNCHANGED,UNCHANGED,,,,Financials,Asset Management,UPTREND,,,No active BUY transition
CRBP,REMOVED,❌ REMOVED,,BUY,"Aug 10, 2026",Health Care,Biotechnology,,,,Prior BUY is missing or no longer rated BUY
CRC,ACTIVE_BUY,ACTIVE BUY,BUY,BUY,"Aug 12, 2026",Energy,Oil & Gas E&P,NEUTRAL,MOVING UP,,BUY remains active without a higher-priority setup
CRCL,UNCHANGED,UNCHANGED,,,,Financials,Capital Markets,NEUTRAL,,,No active BUY transition
CRD/A,UNCHANGED,UNCHANGED,,,,Financials,Insurance Brokers,,,,Previously inactive symbol is absent
CRD/B,UNCHANGED,UNCHANGED,,,,Financials,Insurance Brokers,,,,Previously inactive symbol is absent
CRGY,REMOVED,❌ REMOVED,,BUY,"Aug 04, 2026",Energy,Oil & Gas E&P,,,,Prior BUY is missing or no longer rated BUY
CRH,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 06, 2026",Materials,Building Materials,DOWNTREND,MOVING DOWN,,No active BUY transition
CRI,ACTIVE_BUY,ACTIVE BUY,BUY,BUY,"Aug 06, 2026",Discretionary,Apparel Retail,NEUTRAL,MOVING UP,,BUY remains active without a higher-priority setup
CRK,REMOVED,❌ REMOVED,,BUY,"Aug 11, 2026",Energy,Oil & Gas E&P,,,,Prior BUY is missing or no longer rated BUY
CRL,LEADER,🚀 LEADER,BUY,BUY,"Aug 07, 2026",Health Care,Diagnostics & Research,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRM,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Technology,Software - Application,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRNX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Health Care,Biotechnology,UPTREND,MOVING DOWN,,No active BUY transition
CROX,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 30, 2026",Discretionary,Footwear & Accessories,UPTREND,MOVING DOWN,,No active BUY transition
CRS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 09, 2026",Industrials,Metal Fabrication,NEUTRAL,MOVING DOWN,,No active BUY transition
CRSP,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Health Care,Biotechnology,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRSR,REMOVED,❌ REMOVED,,BUY,"Jul 23, 2026",Technology,Computer Hardware,,,,Prior BUY is missing or no longer rated BUY
CRT,REMOVED,❌ REMOVED,,BUY,"Jul 22, 2026",Energy,Oil & Gas E&P,,,,Prior BUY is missing or no longer rated BUY
CRTO,UNCHANGED,UNCHANGED,,SELL,"Jul 22, 2026",Communication,Advertising Agencies,,,,Previously inactive symbol is absent
CRVL,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Financials,Insurance Brokers,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CRVS,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,,,,Previously inactive symbol is absent
CRWD,REMOVED,❌ REMOVED,SELL,BUY,"Aug 17, 2026",Technology,Software - Infrastructure,UPTREND,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
CRWV,UNCHANGED,UNCHANGED,,,,Technology,Software - Infrastructure,UPTREND,,,No active BUY transition
CSCO,REMOVED,❌ REMOVED,SELL,BUY,"Aug 17, 2026",Technology,Communication Equipment,NEUTRAL,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
CSGP,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Real Estate,Real Estate Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CSIQ,REMOVED,❌ REMOVED,,BUY,"Aug 06, 2026",Technology,Solar,,,,Prior BUY is missing or no longer rated BUY
CSL,LEADER,🚀 LEADER,BUY,BUY,"Aug 03, 2026",Industrials,Building Products & Equipment,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CSQ,REMOVED,❌ REMOVED,,BUY,"Aug 06, 2026",Financials,Closed-End Fund - Debt,,,,Prior BUY is missing or no longer rated BUY
CSTL,UNCHANGED,UNCHANGED,,,,Health Care,Diagnostics & Research,UPTREND,,,No active BUY transition
CSV,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 10, 2026",Discretionary,Personal Services,DOWNTREND,MOVING DOWN,,No active BUY transition
CSW,LEADER,🚀 LEADER,BUY,BUY,"Jul 29, 2026",Industrials,Specialty Industrial Machinery,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CSWC,REMOVED,❌ REMOVED,,BUY,"Aug 07, 2026",Financials,Asset Management,,,,Prior BUY is missing or no longer rated BUY
CSX,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Industrials,Railroads,UPTREND,MOVING DOWN,,No active BUY transition
CTAS,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Industrials,Specialty Business Services,UPTREND,MOVING DOWN,,No active BUY transition
CTBI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 11, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
CTEV,UNCHANGED,UNCHANGED,,,,Health Care,Health Information Services,UPTREND,,,No active BUY transition
CTNM,UNCHANGED,UNCHANGED,,,,Health Care,Biotechnology,,,,Previously inactive symbol is absent
CTO,UNCHANGED,UNCHANGED,,SELL,"Jul 31, 2026",Real Estate,REIT - Diversified,,,,Previously inactive symbol is absent
CTOS,UNCHANGED,UNCHANGED,,,,Industrials,Rental & Leasing Services,,,,Previously inactive symbol is absent
CTRE,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 30, 2026",Real Estate,REIT - Healthcare Facilities,DOWNTREND,MOVING DOWN,,No active BUY transition
CTRI,UNCHANGED,UNCHANGED,,,,Utilities,Utilities - Regulated Gas,,,,Previously inactive symbol is absent
CTRN,DETERIORATING,⚠️ DETERIORATING,BUY,BUY,"Aug 13, 2026",Discretionary,Apparel Retail,UPTREND,MOVING DOWN,,Existing BUY momentum is weakening
CTS,LEADER,🚀 LEADER,BUY,BUY,"Jul 31, 2026",Technology,Electronic Components,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CTSH,LEADER,🚀 LEADER,BUY,BUY,"Jul 28, 2026",Technology,Information Technology Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CTVA,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 03, 2026",Materials,Agricultural Inputs,DOWNTREND,MOVING UP,,No active BUY transition
CUB,UNCHANGED,UNCHANGED,,,,Financials,Shell Companies,,,,Previously inactive symbol is absent
CUBE,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 07, 2026",Real Estate,REIT - Industrial,UPTREND,MOVING DOWN,,No active BUY transition
CUBI,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Financials,Banks - Regional,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CUE,EMERGING,🔥 EMERGING,BUY,SELL,"Aug 17, 2026",Health Care,Biotechnology,UPTREND,MOVING UP,,New BUY with rising trend and accelerating momentum
CURB,UNCHANGED,UNCHANGED,,,,Real Estate,REIT - Retail,NEUTRAL,,,No active BUY transition
CUZ,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 24, 2026",Real Estate,REIT - Office,DOWNTREND,MOVING DOWN,,No active BUY transition
CVBF,UNCHANGED,UNCHANGED,,SELL,"Jul 14, 2026",Financials,Banks - Regional,,,,Previously inactive symbol is absent
CVCO,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Discretionary,Residential Construction,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CVE,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Energy,Oil & Gas Integrated,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CVEO,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 31, 2026",Discretionary,Lodging,NEUTRAL,MOVING UP,,No active BUY transition
CVI,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 06, 2026",Energy,Oil & Gas Refining & Marketing,UPTREND,MOVING DOWN,,No active BUY transition
CVLG,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 29, 2026",Industrials,Trucking,DOWNTREND,MOVING DOWN,,No active BUY transition
CVLT,LEADER,🚀 LEADER,BUY,BUY,"Aug 13, 2026",Technology,Software - Application,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CVNA,LEADER,🚀 LEADER,BUY,BUY,"Aug 06, 2026",Discretionary,Auto & Truck Dealerships,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CVR,UNCHANGED,UNCHANGED,,,,Industrials,Tools & Accessories,,,,Previously inactive symbol is absent
CVS,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Health Care,Healthcare Plans,DOWNTREND,MOVING DOWN,,No active BUY transition
CVSA,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Staples,Education & Training Services,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CVX,LEADER,🚀 LEADER,BUY,BUY,"Jul 16, 2026",Energy,Oil & Gas Integrated,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CW,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 01, 2026",Industrials,Aerospace & Defense,DOWNTREND,MOVING DOWN,,No active BUY transition
CWBC,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 21, 2026",Financials,Banks - Regional,NEUTRAL,MOVING DOWN,,No active BUY transition
CWEN,ACTIVE_BUY,ACTIVE BUY,BUY,BUY,"Aug 14, 2026",Utilities,Utilities - Renewable,NEUTRAL,MOVING UP,,BUY remains active without a higher-priority setup
CWK,REMOVED,❌ REMOVED,,BUY,"Jul 31, 2026",Real Estate,Real Estate Services,,,,Prior BUY is missing or no longer rated BUY
CWST,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 21, 2026",Industrials,Waste Management,DOWNTREND,MOVING UP,,No active BUY transition
CWT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 04, 2026",Utilities,Utilities - Regulated Water,UPTREND,MOVING DOWN,,No active BUY transition
CX,UNCHANGED,UNCHANGED,,SELL,"Jul 27, 2026",Materials,Building Materials,,,,Previously inactive symbol is absent
CXT,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 12, 2026",Industrials,Specialty Industrial Machinery,UPTREND,MOVING DOWN,,No active BUY transition
CXW,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 09, 2026",Industrials,Security & Protection Services,UPTREND,MOVING DOWN,,No active BUY transition
CYRX,UNCHANGED,UNCHANGED,,SELL,"Jul 27, 2026",Industrials,Integrated Freight & Logistics,,,,Previously inactive symbol is absent
CYTK,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 16, 2026",Health Care,Biotechnology,DOWNTREND,MOVING DOWN,,No active BUY transition
CZFS,LEADER,🚀 LEADER,BUY,BUY,"Jul 30, 2026",Financials,Banks - Regional,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
CZR,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Discretionary,Resorts & Casinos,NEUTRAL,MOVING DOWN,,No active BUY transition
CZWI,UNCHANGED,UNCHANGED,,SELL,"Jul 20, 2026",Financials,Banks - Regional,,,,Previously inactive symbol is absent
D,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 28, 2026",Utilities,Utilities - Regulated Electric,NEUTRAL,MOVING DOWN,,No active BUY transition
DAC,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Industrials,Marine Shipping,UPTREND,MOVING DOWN,,No active BUY transition
DAKT,REMOVED,❌ REMOVED,,BUY,"Aug 04, 2026",Technology,Electronic Components,,,,Prior BUY is missing or no longer rated BUY
DAL,LEADER,🚀 LEADER,BUY,BUY,"Aug 04, 2026",Industrials,Airlines,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DAN,LEADER,🚀 LEADER,BUY,BUY,"Aug 10, 2026",Discretionary,Auto Parts,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DAR,LEADER,🚀 LEADER,BUY,BUY,"Aug 14, 2026",Staples,Packaged Foods,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DASH,UNCHANGED,UNCHANGED,SELL,SELL,"Aug 13, 2026",Discretionary,Internet Retail,UPTREND,MOVING DOWN,,No active BUY transition
DAVE,UNCHANGED,UNCHANGED,,,,Technology,Software - Application,DOWNTREND,,,No active BUY transition
DB,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Financials,Banks - Regional,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DBD,UNCHANGED,UNCHANGED,,,,Technology,Software - Application,DOWNTREND,,,No active BUY transition
DBGI,UNCHANGED,UNCHANGED,,,,Discretionary,Apparel Retail,,,,Previously inactive symbol is absent
DBL,REMOVED,❌ REMOVED,,BUY,"Aug 12, 2026",Financials,Closed-End Fund - Debt,,,,Prior BUY is missing or no longer rated BUY
DBRG,REMOVED,❌ REMOVED,,BUY,"Jul 24, 2026",Financials,Asset Management,,,,Prior BUY is missing or no longer rated BUY
DBX,REMOVED,❌ REMOVED,SELL,BUY,"Aug 17, 2026",Technology,Software - Infrastructure,UPTREND,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
DCBO,REMOVED,❌ REMOVED,,BUY,"Aug 12, 2026",Technology,Software - Application,,,,Prior BUY is missing or no longer rated BUY
DCI,REMOVED,❌ REMOVED,SELL,BUY,"Aug 17, 2026",Industrials,Specialty Industrial Machinery,UPTREND,MOVING DOWN,,Prior BUY is missing or no longer rated BUY
DCO,LEADER,🚀 LEADER,BUY,BUY,"Aug 05, 2026",Industrials,Aerospace & Defense,UPTREND,MOVING UP,,Sustained BUY with confirmed trend and momentum
DCOM,UNCHANGED,UNCHANGED,SELL,SELL,"Jul 08, 2026",Financials,Banks - Regional,UPTREND,MOVING DOWN,,No active BUY transition
